Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
"     34,200     ",      Damaged/Destroyed      ,"All types of schools (Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education facilities) ","There are 34,200 schools damaged or destroyed.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
----------------,-----------------,------------------,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 96             , Schools         , Non-Damaged       ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Universities    , -                ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Colleges        , -                ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Secondary/High Schools , -           ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Elementary Schools , -              ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Pre-school facilities , -           ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Training Centres , -                ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Kindergarten    , -                ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Military School , -                ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Prison School   , -                ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 -              , Education Facilities , -            ,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
,,,"While 96 non damaged schools are used to host displaced people, this has temporarily disrupted learning for 3.5 million children and adolescents.",Pakistan,2022-12-21 04:38:18+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-floods-response-plan-interim-report-sep-nov-2022-issued-09-dec-2022,
 --- , --- , --- ,"More than 13,115 km of roads and 439 bridges have been reported damaged, along with 2,000 health facilities and 27,000 schools destroyed or damaged.",Pakistan,2022-12-22 00:52:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-3-mdrpk023,
" 2,000 ", Damaged or destroyed , Health Facilities ,"More than 13,115 km of roads and 439 bridges have been reported damaged, along with 2,000 health facilities and 27,000 schools destroyed or damaged.",Pakistan,2022-12-22 00:52:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-3-mdrpk023,
" 27,000 ", Damaged or destroyed , Schools ,"More than 13,115 km of roads and 439 bridges have been reported damaged, along with 2,000 health facilities and 27,000 schools destroyed or damaged.",Pakistan,2022-12-22 00:52:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-3-mdrpk023,
 439 , Damaged , Bridges ,"More than 13,115 km of roads and 439 bridges have been reported damaged, along with 2,000 health facilities and 27,000 schools destroyed or damaged.",Pakistan,2022-12-22 00:52:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-3-mdrpk023,
" 13,115 km ", Damaged , Roads ,"More than 13,115 km of roads and 439 bridges have been reported damaged, along with 2,000 health facilities and 27,000 schools destroyed or damaged.",Pakistan,2022-12-22 00:52:29+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-monsoon-floods-operation-update-3-mdrpk023,
---------------------,---------------,---------------------------,"There has been widespread destruction of homes, with more than 2 million homes damaged or destroyed, and infrastructure, including roads, health clinics and schools.",Pakistan,2022-11-28 01:12:55+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-protection-analysis-update-october-2022,
" 2,000,000           ", Damaged/Destroyed , Not Mentioned ,"There has been widespread destruction of homes, with more than 2 million homes damaged or destroyed, and infrastructure, including roads, health clinics and schools.",Pakistan,2022-11-28 01:12:55+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-protection-analysis-update-october-2022,
      -              , -             , Roads                     ,"There has been widespread destruction of homes, with more than 2 million homes damaged or destroyed, and infrastructure, including roads, health clinics and schools.",Pakistan,2022-11-28 01:12:55+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-protection-analysis-update-october-2022,
      -              , -             , Health Clinics            ,"There has been widespread destruction of homes, with more than 2 million homes damaged or destroyed, and infrastructure, including roads, health clinics and schools.",Pakistan,2022-11-28 01:12:55+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-protection-analysis-update-october-2022,
      -              , -             , Schools                   ,"There has been widespread destruction of homes, with more than 2 million homes damaged or destroyed, and infrastructure, including roads, health clinics and schools.",Pakistan,2022-11-28 01:12:55+00:00,Analysis,https://reliefweb.int/report/pakistan/pakistan-protection-analysis-update-october-2022,
 :---: , :---: , :---: ,"Eleven schools, eight suspension bridges and 16 water distribution systems In less than three months, the SHA teams repaired 11 schools and eight suspension bridges, restoring the valley's residents' access to local markets and enabling the children to return to school.",Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
 11 , Repaired , 8 Schools ,"Eleven schools, eight suspension bridges and 16 water distribution systems In less than three months, the SHA teams repaired 11 schools and eight suspension bridges, restoring the valley's residents' access to local markets and enabling the children to return to school.",Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
 8 , Repaired , 8 Suspension Bridges ,"Eleven schools, eight suspension bridges and 16 water distribution systems In less than three months, the SHA teams repaired 11 schools and eight suspension bridges, restoring the valley's residents' access to local markets and enabling the children to return to school.",Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
 16 , Not mentioned , Water Distribution Systems ,"Eleven schools, eight suspension bridges and 16 water distribution systems In less than three months, the SHA teams repaired 11 schools and eight suspension bridges, restoring the valley's residents' access to local markets and enabling the children to return to school.",Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
 --------------, ------------------------ , -----------------,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       0       ,          N/A             ,    N/A           ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,        Successfully      ,"  Elementary School, Pre-school facilities, Training Centres  ",The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Universities    ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Colleges        ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Secondary/High Schools      ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Kindergarten       ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Military School ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Prison School    ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
       1       ,          N/A             ,  Education Facilities ,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
,,,The schools it rebuilt after the devastating floods of 2010 all successfully withstood the recent floods.,Pakistan,2022-11-26 05:40:58+00:00,News and Press Release,https://reliefweb.int/report/pakistan/floods-pakistan-access-education-and-water-restored-swat-valley-thanks-sdc,
------------------------------,------------------------------------------,------------------,"We’re talking about millions of people left homeless, children dying of disease, more than 25,000 schools damaged or destroyed and food sources completely wiped out.",Pakistan,2022-11-14 01:03:59+00:00,News and Press Release,https://reliefweb.int/report/pakistan/save-children-calls-climate-justice-negotiations-cop27-pick-again,
" 25,000                       ", Damaged or Destroyed                      , Schools          ,"We’re talking about millions of people left homeless, children dying of disease, more than 25,000 schools damaged or destroyed and food sources completely wiped out.",Pakistan,2022-11-14 01:03:59+00:00,News and Press Release,https://reliefweb.int/report/pakistan/save-children-calls-climate-justice-negotiations-cop27-pick-again,
 ------------------ , ------ , -----------------,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Hospitals     ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Universities  ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Training Centres,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Military School ,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 1                  , Destroyed , Education Facilities,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 Multiple           , Destroyed , Elementary Schools,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 Multiple           , Destroyed , Secondary/High Schools,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
 Multiple           , Destroyed , Pre-school facilities,"Their homes have been destroyed as well as schools, hospitals, nearly 1.8 million ha of agricultural land, livestock assets, forests and critical agricultural infrastructure.",Pakistan,2022-11-04 18:12:24+00:00,News and Press Release,https://reliefweb.int/report/pakistan/pakistan-belgiums-contribution-through-special-fund-emergency-and-rehabilitation-activities-sfera,
------------------------------ , ---------------------------------------- , -----------------,"During the height of the pandemic, schools across Pakistan were fully or partially closed for 64 weeks between March 2020 and March 2022 – some of the world’s longest school closures.",Pakistan,2022-11-03 06:51:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/schools-more-2-million-children-pakistan-remain-inaccessible-due-devastating-floods-unicef,Pakistan
             0                 ,                  N/A                       ,     N/A          ,"During the height of the pandemic, schools across Pakistan were fully or partially closed for 64 weeks between March 2020 and March 2022 – some of the world’s longest school closures.",Pakistan,2022-11-03 06:51:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/schools-more-2-million-children-pakistan-remain-inaccessible-due-devastating-floods-unicef,Pakistan
,,,"During the height of the pandemic, schools across Pakistan were fully or partially closed for 64 weeks between March 2020 and March 2022 – some of the world’s longest school closures.",Pakistan,2022-11-03 06:51:55+00:00,News and Press Release,https://reliefweb.int/report/pakistan/schools-more-2-million-children-pakistan-remain-inaccessible-due-devastating-floods-unicef,Pakistan
 --- , --- , --- ,"With at least 250 schools destroyed and millions of people forced to flee their homes, flooding has taken a serious toll on children's learning.",Pakistan,2022-11-03 14:07:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/extreme-floods-throw-lives-19-million-children-course-past-three-months-save-children,
 250 , Destroyed , Schools ,"With at least 250 schools destroyed and millions of people forced to flee their homes, flooding has taken a serious toll on children's learning.",Pakistan,2022-11-03 14:07:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/extreme-floods-throw-lives-19-million-children-course-past-three-months-save-children,
 Millions , N/A , N/A ,"With at least 250 schools destroyed and millions of people forced to flee their homes, flooding has taken a serious toll on children's learning.",Pakistan,2022-11-03 14:07:13+00:00,News and Press Release,https://reliefweb.int/report/pakistan/extreme-floods-throw-lives-19-million-children-course-past-three-months-save-children,
---,---,---,"Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
" 2,000,000 ", Destroyed/Damaged , Houses ,"Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
" 25,000 ", Destroyed/Damaged ," Schools (Universities, Colleges, Secondary/High Schools, Elementary Schools, Pre-school facilities, Training Centres, Kindergarten, Military School, Prison School, Education Facilities - type not mentioned) ","Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
" 13,000 ", Destroyed/Damaged , Roads ,"Over 2 million houses, 25,000 schools, and 13,000 km of roads have been destroyed or damaged.",Pakistan,2022-11-01 16:38:46+00:00,News and Press Release,https://reliefweb.int/report/pakistan/funding-announcement-h2h-network-support-package-floods-pakistan,
 :---: , :---: , :---: ,• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 0 , 0 , Not mentioned ,• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 1 , Interrupted , Education Facilities ,• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 >3.5m , Interrupted ," Elementary Schools, Pre-school facilities, Secondary/High Schools, Training Centres, Universities ",• More than 3.5 million children's education was interrupted due to the impact of floods.,Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 --- , --- , --- ,"In addition, 7,062 schools became relief camps to provide shelter to the flood-affected population, disrupting schooling and the ongoing academic years.",Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
" 7,062 ", Damaged (Due to becoming relief camps) , Education Facilities ,"In addition, 7,062 schools became relief camps to provide shelter to the flood-affected population, disrupting schooling and the ongoing academic years.",Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
 0 , Destroyed , N/A ,"In addition, 7,062 schools became relief camps to provide shelter to the flood-affected population, disrupting schooling and the ongoing academic years.",Pakistan,2022-10-29 17:20:15+00:00,Situation Report,https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-10-28-october-2022,
------------------------------,------------------,-----------------,"The disaster has also damaged 12,716 km of roads and 22,000 schools.",Pakistan,2022-10-13 22:15:20+00:00,News and Press Release,https://reliefweb.int/report/pakistan/additional-ps10-million-uk-aid-flood-relief-efforts-pakistan,
